id,title,category,language,instructor_name
473160,Web Design for Web Developers: Build Beautiful Websites!,Development,English,Jonas Schmedtmann
473548,PHP OOP: Object Oriented Programming for beginners + Project,Development,English,Edwin Diaz
477888,Successful Negotiation: Master Your Negotiating Skills,Personal Development,English,Chris Croft
479988,Boost Your Career Success by Developing Your Soft Skills,Personal Development,English,Denise Fletcher
481434,"Communicate for Business: Write, Email, Close the Loop",Business,English,Eleventure Team
482564,[2022] The Complete Management Skills Certification Course,Business,English,Davis Jones
484114,Punctuation Mastery,Business,English,Shani Raja
484366,Manage Workplace Stress & Strike a Balance,Business,English,Eleventure Team
484488,Make Meetings Work & Tackle Time Management Troubles,Business,English,Eleventure Team
484606,Instagram Marketing 2022: Complete Guide To Instagram Growth,Marketing,English,Benjamin Wilson
486628,Master Unity By Building 6 Fully Featured Games From Scratch,Development,English,Awesome Tuts
487490,"R, ggplot, and Simple Linear Regression",Development,English,Charles Redmond
487822,Easy Excel Basics for Beginners - Get Started with Excel,Office Productivity,English,Steve McDonald
488130,Digital Advertising and Marketing 101: The Complete Guide,Marketing,English,Ben Silverstein
496050,Microservices with Spring Cloud,Development,English,Ken Krueger
496514,ADDIE: A Guide for Training and Development Professionals,Teaching & Academics,English,Sorin Dumitrascu
496924,[2022] Growth Hacking with Digital Marketing (Version 7.4),Marketing,English,Davis Jones
500632,Git Started with GitHub,Development,English,Jason Taylor
501238,Agile PM 201 - Understanding Agile at a Deeper Level,Business,English,Agile Project Management Academy - Chuck Cobb
503980,Hadoop Starter Kit,IT & Software,English,Hadoop In Real World
505136,Practical Project Management for Managers and First Time PMs,Business,English,Mike Clayton
505208,Responsive Web Design: HTML5 + CSS3 for Entrepreneurs 2018,Development,English,Andrew Eddy
506788,Excel to Access: Intro to Microsoft Access for Excel Users,Office Productivity,English,Bruce Myron
507714,Certificate in Qlik Sense Analytics Development,Business,English,Paul Scotchford
508302,The Complete Product Management Course,Business,English,Charles Du
509114,EXCEL at Work - Complete MS Excel Mastery Beginner to Pro,Office Productivity,English,Steve McDonald
509618,5 Amazing Psychology Experiments,Teaching & Academics,English,"Andrew Luttrell, Ph.D."
509344,Building a Digital Business Strategy,Business,English,Mike Connor
510548,Defining a Digital Transformation Roadmap,Business,English,Mike Connor
511934,AngularJS For Beginners,Development,English,Stone River eLearning
511972,Useful Tricks & Tips in Adobe Illustrator,Design,English,Daniel White
512470,C Programming Step by Step - Complete Tutorial For Beginners,Development,English,Shibaji Paul
513244,Data Science A-Z™: Real-Life Data Science Exercises Included,Development,English,Kirill Eremenko
514092,Drawing for Beginners: How to Draw 25 Cartoons Step-by-Step,Lifestyle,English,Em Winn
516446,Microsoft Excel - Advanced Excel Formulas & Functions,Office Productivity,English,Maven Analytics
519554,Teach Your Kids to Code: Learn to Program Python at Any Age!,Development,English,Bryson Payne
519442,The Complete Ruby on Rails Developer Course,Development,English,Rob Percival
520116,The Complete WordPress Website Business Course,Development,English,Rob Percival
521574,Complete SEO Training With Top SEO Expert Peter Kent!,Marketing,English,Peter Kent
522596,Learn to Create Pixel Art for your Games,Design,English,Benjamin Anderson
524230,MS Excel - From 0 to Working Professional in 1 hour,Office Productivity,English,Jason Zhang
526000,How to Manage Difficult Conversations: Beginner's Guide,Business,English,Markus Amanto
526104,Robot Framework 2022 Test Automation - Level 1 ( Selenium ),Development,English,Bryan Lamb
530022,SAS Programming BASE Certification Course for SAS Beginners,IT & Software,English,Sharon Cheng
533682,Java Programming Masterclass covering Java 11 & Java 17,Development,English,Tim Buchalka
535698,Maven Crash Course,IT & Software,English,Bharath Thippireddy
535622,"Python for Data Structures, Algorithms, and Interviews!",Development,English,Jose Portilla
536482,Security Awareness Training,Business,English,Michael Biocchi
537526,Udemy Course Creation for Passive Income (Unofficial),Teaching & Academics,English,Louise C
538958,Jenkins 2 Bootcamp: Fully Automate Builds to Deployment 2020,Development,English,Jason Taylor
540450,Complete Introduction to Business Data Analysis,Business,English,Ian Littlejohn
541692,Selenium WebDriver Masterclass with C#,IT & Software,English,Nikolay Advolodkin
543600,Automate the Boring Stuff with Python Programming,Development,English,Al Sweigart
544860,Learn Social Psychology Fundamentals,Teaching & Academics,English,"Andrew Luttrell, Ph.D."
544828,Mindfulness and Mindfulness Meditation Course,Personal Development,English,Libby Seery Founder of Renaissance Life Therapies
545678,Life Coach Training Course: Introduction to Life Coaching,Personal Development,English,Libby Seery Founder of Renaissance Life Therapies
546480,Digital Marketing Fundamentals with  Live Projects,Marketing,English,Sangeeta Kumar
548058,JUnit and Mockito Crash Course,IT & Software,English,Bharath Thippireddy
548068,JavaScript Fundamentals,Development,English,Bharath Thippireddy
548278,The Complete 2022 Web Development Course - Build 15 Projects,Development,English,Development Island (UK)
549998,The Complete Oracle SQL Bootcamp (2022),Development,English,"Oracle Master Training • 150,000+ Students Worldwide"
551498,Entity Framework in Depth: The Complete Guide,Development,English,Mosh Hamedani
551930,SOLIDWORKS: Become a Certified Associate Today (CSWA),Design,English,Tayseer .
552372,Email Etiquette: Write More Effective Emails At Work,Business,English,Clare Lynch
552672,Introduction to Databases and SQL Querying,IT & Software,English,Rakesh Gopalakrishnan
554014,Tarot Card Success - The Complete Tarot Reading Course,Lifestyle,English,Sal Jade
555100,iOS 9 and Swift 2: From Beginner to Paid Professional™,Development,English,Mark Wahlbeck
555696,PMP Exam Prep Project Management Professional Certification,Business,English,"Umer Waqar, PMP"
555384,"70-461, 761: Querying Microsoft SQL Server with Transact-SQL",IT & Software,English,Phillip Burton
556954,Deep Learning Prerequisites: Linear Regression in Python,Development,English,Lazy Programmer Inc.
560388,How to Start an Amazon FBA Store on a Tight Budget,Business,English,Theo McArthur
561594,Work From Home: The Amazon FBA MasterPlan,Business,English,Tim Godfrey
563066,Shell Scripting: Discover How to Automate Command Line Tasks,Development,English,Jason Cannon
563478,Sales Training: Practical Sales Techniques,Business,English,Chris Croft
564552,Operations and Supply Chain Management,Business,English,Sorin Dumitrascu
566064,Your Road to Better Photography,Photography & Video,English,Corey Reese
567828,2022 Complete Python Bootcamp From Zero to Hero in Python,Development,English,Jose Portilla
567366,Launch Your Startup Entrepreneur Business,Business,English,Meigo Albert
568610,Advanced Social Media Marketing for Picking Up Clients,Marketing,English,Brian Yang
572350,How To Make A Great First Impression,Business,English,DAVID HYNER.  psae fpsa flpi fism alam abnlp
571876,10X SUPERHUMAN Learning: Speed Reading & Memory Booster,Personal Development,English,Silviu Marisk - Effective Learning Lab
573984,Social Media Marketing MASTERY | Learn Ads on 10+ Platforms,Marketing,English,COURSE ENVY
576504,Learn Power BI Basics for Free,Business,English,"Dr. Vishal Pawar, Ph.D."
577248,Python for Beginners with Examples,Development,English,Ardit Sulce
578950,Git Essentials: Learn Git with Bitbucket and Sourcetree,IT & Software,English,Juke Moon
580342,How to Use SMART Goals: Achieve More in Less Time,Personal Development,English,Richard Feenstra
580876,Introduction to Computer Networks for Non-Techies,IT & Software,English,"Alton Hardin | 100,000+ Enrollments Worldwide"
584648,Advanced Databases and SQL Querying,IT & Software,English,Rakesh Gopalakrishnan
585066,Culture | How to Manage Team Conflict,Business,English,Learoy Tonight
585072,Culture | How to Make Team Decisions,Business,English,Learoy Tonight
585064,Culture | How to be a Great Coach,Business,English,Learoy Tonight
591930,Become a SuperLearner® 2: Learn Speed Reading & Boost Memory,Personal Development,English,Jonathan Levi
593074,Gamification: Motivation Psychology & The Art of Engagement,Design,English,Rob Sutcliffe
593108,"VMware vSphere 6.0 Part 1 - Virtualization, ESXi and VMs",IT & Software,English,"Larry Karnis (Teaching VMware vSphere, ESXi and vCenter for 18+ years)"
594360,HTML5 and CSS3 Fundamentals,Development,English,Stone River eLearning
595258,Finance for Non-Finance: Learn Quick and Easy,Finance & Accounting,English,Anthony Jameson
595876,Logo Design in Adobe Illustrator - for Beginners & Beyond,Design,English,Daniel Evans
599170,Photoshop CC for Web Design Beginners,Design,English,Carl Heaton
600402,A Mini Course on Achieving Your Dreams,Personal Development,English,Brandon Hakim
605006,"Start Kali Linux, Ethical Hacking and Penetration Testing!",IT & Software,English,Ermin Kreponic
606876,Teach English Online: find students and start teaching now,Teaching & Academics,English,"Charles Cornelius, MA, CertEd & CELTA"
609956,Oracle SQL Developer: Mastering its Features + Tips & Tricks,Office Productivity,English,Carlos from Standout-Dev Academy
610740,Life Purpose Life Coach Certification (Accredited),Personal Development,English,Joeel & Natalie Rivera
611370,"Quote Images for Pinterest, Facebook, & Instagram",Design,English,Anna Lynd
613808,Leadership: Practical Leadership Skills,Business,English,Chris Croft
613626,Voice-Over Training: Record And Edit Voice Overs Like A Pro,Teaching & Academics,English,Voiceover Masterclass
613946,Google Analytics for Beginners - Master Google Analytics,Business,English,Daragh Walsh
614640,Learn how to Build High Quality Affiliate Websites,Business,English,Andrew Williams
614772,The Complete Cyber Security Course : Hackers Exposed!,IT & Software,English,Nathan House
615696,Instructional Design for ELearning,Business,English,Marina Arshavskiy
615274,Learn to Fully Charge Your Work & Life by Tom Rath,Personal Development,English,Tom Rath
616958,How to come up with killer business ideas: complete workshop,Business,English,Evan Kimbrell
618736,"JSP, Servlets and JDBC for Beginners: Build a Database App",Development,English,Chad Darby
619222,NGINX Fundamentals: High Performance Servers from Scratch,IT & Software,English,Ray Viljoen
619698,Learn Advanced C++ Programming,IT & Software,English,John Purcell
619692,Learn to Sell Anything by Grant Cardone,Business,English,Grant Cardone
620184,How to Sell on Amazon - Amazon FBA Basics for Beginners,Business,English,Damir Šerbečić
620926,Online Japanese N5 Course(All 15 lessons),Teaching & Academics,English,Attain Online Japanese Language School
622414,Taming Big Data with Apache Spark and Python - Hands On!,Development,English,Sundog Education by Frank Kane
622466,Salesforce Development Training for Beginners,Development,English,Deepika Khanna
625204,The Web Developer Bootcamp 2022,Development,English,Colt Steele
626182,Simple Solutions for Common Dog Behavior & Training Problems,Lifestyle,English,Ian Dunbar
626548,SEO For WordPress [Beginners]: #1 Step-by-Step SEO System,Marketing,English,Kent Mauresmo
627730,Adobe After Effects: Complete Course from Novice to Expert,Design,English,Louay Zambarakji
627540,Weekly Options Trading - Credit Spreads & Iron Condors,Finance & Accounting,English,Jeff Tompkins
628796,Mastering Ansible,IT & Software,English,Chris Lunsford
629302,Learn Python Programming Masterclass,Development,English,Tim Buchalka
630716,Project Based Salesforce Admin & Adv Admin Hands-On Training,IT & Software,English,Archana Rajendran
630762,"Mastering Windows PowerShell v5.1 & 7, Beginner to Advanced",Office Productivity,English,Fettah Ben
632738,Better Business Writing Skills,Business,English,Mark Morris
632734,A Mini Course on Better Reading,Personal Development,English,Brandon Hakim
632826,2022 Complete SEO Guide to Ranking Local Business Websites,Marketing,English,Christine Maisel
634278,Remove Blocks to Psychic Power with Past Life Therapy,Lifestyle,English,Sal Jade
635090,How To Make Soap - Homemade Soap Making for Beginners,Lifestyle,English,Shona O'Connor
636340,Master Data Management,Business,English,Adastra Academy
636806,Personal Branding Mastery: The System To Reinvent Yourself!,Personal Development,English,Silviu Marisk - Effective Learning Lab
636822,"Microsoft Excel - Data Visualization, Excel Charts & Graphs",Office Productivity,English,Maven Analytics
637930,An Entire MBA in 1 Course:Award Winning Business School Prof,Business,English,Chris Haroun
638292,Master Microsoft Project 2016 - 6 PDUs,Office Productivity,English,Joseph Phillips
637932,101 Crucial Lessons They Don't Teach You In Business School,Business,English,Chris Haroun
640100,Accounting & Financial Statement Analysis: Complete Training,Finance & Accounting,English,365 Careers
640940,The Customer: How to Manage Customer Feedback (BITE SIZE),Business,English,Learoy Tonight
640936,The Customer: How to Understand Their Needs (BITE SIZE),Business,English,Learoy Tonight
642078,Java Programming Basics,Development,English,Charles Mulic
642102,Learn How To Code: Google's Go (golang) Programming Language,Development,English,Todd McLeod
643206,Mastering Microcontroller and Embedded Driver Development,IT & Software,English,FastBit Embedded Brain Academy
643834,Help your child to read and write,Personal Development,English,John Walker
646896,Transform your life with NLP!,Personal Development,English,Jeremiah Rangel
647428,Spring & Hibernate for Beginners (includes Spring Boot),Development,English,Chad Darby
647410,Business Process Modeling A-Z™: Learn BPMN 2.0 From Scratch,Business,English,Ilya Eremenko
648826,The Complete Financial Analyst Course 2022,Finance & Accounting,English,365 Careers
655608,Productivity and Time Management for the Overwhelmed,Personal Development,English,Josh Paulsen
656432,Excel Charts - Visualization Secrets for Impressive Charts,Office Productivity,English,Leila Gharani
655940,"Electricity & electronics - Robotics, learn by building",Teaching & Academics,English,Ian Juby
657590,SEO:Amazon Affiliate Marketing+SEO |250+ Videos |18.0 Hours,Marketing,English,The SEO Academy Leaders in SEO education
657932,Unreal Engine 5 C++ Developer: Learn C++ & Make Video Games,Development,English,Sam Pattuzzi
659464,Microsoft Excel Beginners & Intermediate Excel Training,Office Productivity,English,365 Careers
660876,Graphic Design - An Overview of the Field,Design,English,Mason G
660600,Unreal Engine 5: The Complete Beginner's Course,Development,English,David Nixon
661030,Build a Dropshipping Empire From Scratch [Proven Blueprint],Business,English,Theo McArthur
662354,Intro to Entrepreneurship: Get started as an Entrepreneur,Business,English,Evan Kimbrell
662646,Discover your Energy Body,Lifestyle,English,James Seriph
663288,Presentation Skills Secrets:Delivering the Talk of Your Life,Personal Development,English,Steve Garguilo
666956,Influence People with Persuasion Psychology,Personal Development,English,"Andrew Luttrell, Ph.D."
666914,Python for Beginners: Learn Python Programming (Python 3),Development,English,Jason Cannon
670034,Advanced Javascript,Development,English,Asim Hussain
670712,SQL Server Administration Part1,Development,English,Raphael Asghar
671544,Ultimate Google Ads Training 2021: Profit with Pay Per Click,Marketing,English,Isaac Rudansky
671576,"Machine Learning, Data Science and Deep Learning with Python",Development,English,Sundog Education by Frank Kane
672290,Brilliant Customer Service: How to Impress your Customers!,Business,English,Lecturio GmbH
673484,Happiness Life Coach Certification  (Accredited),Personal Development,English,Joeel & Natalie Rivera
673654,Become a Product Manager | Learn the Skills & Get the Job,Business,English,Cole Mercer
674608,The Complete Web Developer Masterclass: Beginner To Advanced,Development,English,Joe Parys
677348,Supply Chain Fundamentals:  Understanding the Basics,Business,English,John Mandic
680886,FREE Microsoft Dynamics 365 For Beginners (Updated for 2021),Office Productivity,English,Online CRM Training (3E Consulting Private Limited)
683198,Creating 3D environments in Blender,Design,English,Rob Tuytel
684272,IELTS Band 7+ Complete Prep Course,Teaching & Academics,English,"Keino Campbell, Esq."
684420,Primal Learning - Join the Top 1% Fastest Learners,Personal Development,English,Mathias G
684824,Spring Framework Master Class - Java Spring the Modern Way,IT & Software,English,in28Minutes Official
684890,Decision Making: Solve Problems with Emotional Intelligence,Business,English,Robin Hills
685550,JavaScript For Beginners - Learn JavaScript From Scratch,Development,English,Robin Haney
687720,Certified Lean Six Sigma White Belt Training [2022],IT & Software,English,"Sandeep Kumar, ­ Quality Gurus Inc."
687586,Windows Server 2012 System Administration: Get an IT Job!,IT & Software,English,Paul Hill
688432,Anger Management Techniques That Actually Work,Personal Development,English,Ken Wells
689956,Boost Your Excel Skills: Crash Course w/ Downloadable Files,Office Productivity,English,The ProductivityMe Company
690066,Master Microsoft Excel Macros and Excel VBA,Office Productivity,English,Kyle Pew
690016,Certified Relationship Workshop Facilitator for Life Coaches,Personal Development,English,Joeel & Natalie Rivera
690552,"Learn Burp Suite, the Nr. 1 Web Hacking Tool",IT & Software,English,Geri Revay
690694,YouTube Marketing 2022: YouTube SEO & YouTube Algorithms,Marketing,English,Alex Genadinik
692188,The Python Mega Course: Build 10 Real World Applications,Development,English,Ardit Sulce
692418,Professional Life Coach Certification PCELC Coach Training,Business,English,Empowerment Coach Academy
692416,Neo4j: GraphDB Foundations with Cypher,Development,English,Louis Sayers
692956,Embedded Systems Programming on ARM Cortex-M3/M4 Processor,IT & Software,English,FastBit Embedded Brain Academy
693188,Complete Guide to Elasticsearch,Development,English,Bo Andersen
693698,The Complete Salesforce Platform App Builder Certification,IT & Software,English,Mike Wheeler
693700,2022 Complete Salesforce Administrator Certification Course,IT & Software,English,Mike Wheeler
694982,Rest API Testing (Automation) from Scratch-Rest Assured Java,Development,English,Rahul Shetty
696616,Stock Trading & Investing for Beginners 4-in-1 Course Bundle,Finance & Accounting,English,Indian Insight | Top 10 PAC Trading Championship
696050,Selenium WebDriver With Python 3.x - Novice To Ninja,Development,English,Lets Kode It
698266,Introduction to Windows Server 2012 & Linux for Beginners,IT & Software,English,Paul Hill
700114,Active Directory & Group Policy Lab,IT & Software,English,Paul Hill
702694,Phantom & Mavic Filmschool 1- master autopilot with Litchi,Photography & Video,English,Laurence Seberini
702664,Become a SuperHuman: Naturally & Safely Boost Testosterone,Health & Fitness,English,Jonathan Levi
703140,YouTube Masterclass - Your Complete Guide to YouTube,Marketing,English,Phil Ebiner
703316,Customer Success Manager: Fundamentals to your CSM career,Business,English,Gustavo Escobar Henríquez
705264,Modern React with Redux,Development,English,Stephen Grider
705934,Android N: From Beginner to Paid Professional,Development,English,Mark Wahlbeck
706204,A Beginners Guide to Django!,Development,English,Avinash Jain
706942,Forex Trading For Beginners,Finance & Accounting,English,Luciano Kelly
707962,Javascript Essentials,Development,English,Lawrence Turton
708578,Bootstrap 4 Quick Start: Code Modern Responsive Websites,Development,English,Brad Hussey
709660,The Complete Android Developer Course: Beginner To Advanced!,Development,English,Joe Parys
713104,Data Science: Deep Learning and Neural Networks in Python,Development,English,Lazy Programmer Inc.
713258,Bookkeeping Basics #1:  Understand the Fundamentals,Finance & Accounting,English,Ron Trucks
714724,Docker Crash Course for busy DevOps and Developers,Development,English,Tao W.
715716,2019 Blog Blueprint: How To Turn Blogging Into A Career,Business,English,Daniel Boehm
719002,Angular Crash Course for Busy Developers,Development,English,Mosh Hamedani
720732,How to Build Self-Discipline,Personal Development,English,Martin Meadows
720766,Goal Setting to Success: Life Coach Certification Accredited,Personal Development,English,Joeel & Natalie Rivera
721484,Free Lean Six Sigma Primer,Business,English,Nilakantasrinivasan Janakiraman
722416,MongoDB Essentials - Understand the Basics of MongoDB,Development,English,Patrick Schroeder
728106,Eclipse Tutorial For Beginners : Learn Java IDE in 10 Steps,IT & Software,English,in28Minutes Official
729746,Best QA Manual Software Testing: Live Project+Agile+Jira+API,IT & Software,English,Richa Mehta
732464,Spring MVC For Beginners - Build Java Web App in 25 Steps,IT & Software,English,in28Minutes Official
732008,How to Self-Study English Online,Teaching & Academics,English,Nikki Joslin
732914,10X SUPERHUMAN Focus: Maximize Your Brain & Focus,Personal Development,English,Silviu Marisk - Effective Learning Lab
735420,The Art of Baking with Yuppiechef,Lifestyle,English,Yuppiechef Courses
736456,Ninja Writing: The Four Levels Of Writing Mastery,Business,English,Shani Raja
739390,Financial Planning & Analysis: Building a Company's Budget,Finance & Accounting,English,365 Careers
740562,SEO 2022: Complete SEO Training + SEO for WordPress Websites,Marketing,English,Arun Nagarathanam
742114,Introduction to Cloud Computing,IT & Software,English,Xavier Corbett
742220,Fundamentos de Ethical Hacking: curso prático,IT & Software,Portuguese,Marcos Flávio Araújo Assunção
746014,The Complete Sass & SCSS Course: From Beginner to Advanced,Development,English,Joe Parys
746432,Start Trading Stocks Using Technical Analysis!,Finance & Accounting,English,Corey Halliday
748852,Informatica Tutorial: Beginner to Expert Level,Development,English,Sid Inf
749542,"Graphic Design Bootcamp: Photoshop, Illustrator, InDesign",Design,English,Derrick Mitchell
751094,The Complete Networking Fundamentals Course. Your CCNA start,IT & Software,English,David Bombal
751710,Branding & Marketing for Startups: Learn How To Stand Out,Marketing,English,Mac Piechota
751792,Business Analysis Fundamentals - 2022,Business,English,The BA Guide | Jeremy Aschenbrenner
752950,GitHub Ultimate: Master Git and GitHub - Beginner to Expert,Development,English,Jason Taylor
753140,Data Science: Natural Language Processing (NLP) in Python,Development,English,Lazy Programmer Inc.
753174,Advanced SQL : SQL Expert Certification Preparation Course,IT & Software,English,"Oracle Master Training • 150,000+ Students Worldwide"
754028,Accounting - A Brief Introduction - in 60 Minutes,Finance & Accounting,English,"BrainyMoney and Son Han, CFA, CPA"
756150,Angular - The Complete Guide (2022 Edition),Development,English,Maximilian Schwarzmüller
756494,"Eat Real Food: How to Eat a Whole Food, Plant-Based Diet",Health & Fitness,English,Evita Ochel
756266,The Complete ServiceNow Developer Course,Development,English,Mark Miller
756634,The Complete Apache Groovy Developer Course,Development,English,Dan Vega
758582,PHP with Laravel for beginners - Become a Master in Laravel,Development,English,Edwin Diaz
762768,Core Spatial Data Analysis: Introductory GIS with R and QGIS,Teaching & Academics,English,Minerva Singh
762616,The Complete SQL Bootcamp 2022: Go from Zero to Hero,Business,English,Jose Portilla
764164,The Complete Web Developer Course 2.0,Development,English,Rob Percival
764686,Your 7 Chakras : The Complete Guide to Your Energy Body,Lifestyle,English,James Seriph
765242,R Programming A-Z™: R For Data Science With Real Exercises!,Development,English,Kirill Eremenko
766626,Camera Confidence Mini-Course: Be Better On Camera,Personal Development,English,Phil Ebiner
768670,Learn Big Data: The Hadoop Ecosystem Masterclass,IT & Software,English,Edward Viaene
769800,Luxury Spa Facial Certificate Course- A Step by Step Guide,Health & Fitness,English,Mark Perren-Jones
772618,Learn Object Oriented PHP By Building a Complete Website,Development,English,Eduonix Learning Solutions
773214,Advanced Excel - Top Excel Tips & Formulas,Office Productivity,English,Leila Gharani
775346,SharePoint 2013 Complete Training,Office Productivity,English,Kyle Pew
775550,Learn To Code By Making a 2D Platformer in Unity,Development,English,James Doyle
775932,"Life Mastery - Happiness, Health & Success",Personal Development,English,Chris Croft
778548,Adobe Premiere Pro CC: Learn Video Editing In Premiere Pro,Design,English,Life Progression Project
779842,Cisco Nexus & ACI Training : Go from Beginner to Advanced!,IT & Software,English,"Ashish • 40,000+ Students Worldwide"
780078,How to speak to anyone & be fearless - in less than 55 min,Business,English,Ricardo Mendoza
781532,Advanced React and Redux,Development,English,Stephen Grider
785066,The Complete MySQL Developer Course,Development,English,Rob Percival
787236,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",Development,English,Irfan Dayan
787618,Leadership: Leading When You Are Not In Charge!,Personal Development,English,"Steve Ballinger, MBA"
787672,Sounds True Presents: The Yoga of Awakening,Health & Fitness,English,Sounds True
788372,The Daily Journal - Habit of Successful People,Personal Development,English,Jawwad Siddiqui
788980,Interview Questions: Interview Like a Professional HRM,Business,English,Eric Alagan
789146,Professional Life Coach Certification & Guide (Accredited),Personal Development,English,Joeel & Natalie Rivera
790970,Animal Reiki Practitioner Certification,Lifestyle,English,Lisa Powers
791690,Be Happier with Positive Psychology,Personal Development,English,"Andrew Luttrell, Ph.D."
792270,Assertiveness Basics: The 50-minute Communication Guide,Personal Development,English,Dr. Roy Naraine
793796,Microsoft Excel - Excel from Beginner to Advanced,Office Productivity,English,Kyle Pew
794572,Affinity Photo: Solid Foundations,Photography & Video,English,Simon Foster
794804,Agile & Scrum Overview - Certification Info,Business,English,Master of Project Academy
795624,The Oracle Card Academy - Foundation,Lifestyle,English,Ros Place
796124,"Sounds True's Freedom to Choose Something Different, Part 1",Personal Development,English,Pema Chödrön
796290,Professional Cupping Therapy & Massage,Health & Fitness,English,Lev Pigovat
797156,A Mini Course on Time Management,Personal Development,English,Brandon Hakim
798580,Practical Data Structures & Algorithms in Java + HW,Development,English,Imtiaz Ahmad
802366,"REST API Design, Development & Management",IT & Software,English,Rajeev Sakhuja
802576,AZ-104 Microsoft Azure Administrator Exam Prep - OCT 2022,IT & Software,English,Scott Duffy  • 800.000+ Students
802794,Java Basics: Learn to Code the Right Way,Development,English,Grant Klimaytys
802808,C# Basics: Learn to Code the Right Way,Development,English,Grant Klimaytys
802574,AZ-204 Developing Solutions for Microsoft Azure - MAY 2022,IT & Software,English,Scott Duffy  • 800.000+ Students
802818,Business Etiquette 101: Social Skills for Success,Personal Development,English,Kara Ronin
802578,AZ-303 Azure Architecture Technologies Exam Prep 2021,IT & Software,English,Scott Duffy  • 800.000+ Students
805864,Information Security Management Fundamentals for Non-Techies,IT & Software,English,"Alton Hardin | 100,000+ Enrollments Worldwide"
806122,Learn and Master the Basics of Finance,Finance & Accounting,English,Nishant Verma
806922,The Complete ASP.NET MVC 5 Course,Development,English,Mosh Hamedani
806710,Microsoft Excel for Project Management  - Earn 5 PDUs,Business,English,Joseph Phillips
807580,60+ Herramientas de desarrollo y diseño web,Development,Spanish,Fernando Herrera
811172,Applied Logic (Level 2),IT & Software,English,Paul Lynn
811238,Software Testing: Learn Software Testing And Get A Tech Job,Development,English,Waqas Mazhar
811482,Learn Siemens S7-1200 PLC & HMI from Scratch using TIA,IT & Software,English,Rajvir Singh
812588,The Complete jQuery Course: From Beginner To Advanced!,Development,English,Joe Parys
814440,YouTube: How To Become a Success With an Audience from Zero,Business,English,Adam Kwiatek
814366,Introduction to SAN and NAS Storage,IT & Software,English,Neil Anderson
815236,SPSS Masterclass: Learn SPSS From Scratch to Advanced,Business,English,Scholarsight Learning
815474,Master Cognitive Biases and Improve Your Critical Thinking,Teaching & Academics,English,Kevin deLaplante
816354,Tactics for Tackling Difficult People in Life and Work,Personal Development,English,Barry Winbolt
816356,Learn and Understand C++,Development,English,Ermin Kreponic
818990,Git a Web Developer Job: Mastering the Modern Workflow,Development,English,Brad Schiff
820212,Curso de Inglês - Domine O Vocabulário e Fale Melhor Agora!,Teaching & Academics,Portuguese,Joshua - Professor Americano de Inglês
821312,Complete Step By Step Java For Testers,Development,English,Lets Kode It
821278,"INTERVIEW TRAINING: Ask Better Questions, Hire Better People",Business,English,James Colino
821726,Data Science and Machine Learning Bootcamp with R,Development,English,Jose Portilla
821658,How Retargeting Works–The Complete Guide To Retargeting Ads!,Marketing,English,Isaac Rudansky
821986,Complete Java SE 8 Developer Bootcamp - OCA Prep Included,Development,English,Intertech Training
822444,Python and Django Full Stack Web Developer Bootcamp,Development,English,Jose Portilla
825218,PowerPoint Slide Design - Casual Slides Presentation,Office Productivity,English,Andrew Pach
826870,SAP Simplified for Absolute Beginners,Office Productivity,English,Ulrika Garner
826876,Music + Audio Production in Logic Pro X - The Complete Guide,Music,English,Make Pro Music
827464,Piano Lessons For Absolute Beginners,Music,English,Mantius Cazaubon
827692,The Complete Java Certification Course,Development,English,Imtiaz Ahmad
831116,Microsoft Project ALL: BEGINNER to EXPERT 10 Projects 9 PDU,Office Productivity,English,Srikanth Shirodkar
833052,Productivity Hacks for Writers (Writing Mastery),Business,English,Jessica Brody
833442,Angular & NodeJS - The MEAN Stack Guide [2022 Edition],Development,English,Maximilian Schwarzmüller
832862,Meteor and React for Realtime Apps,Development,English,Stephen Grider
834702,Building Your English Brain,Teaching & Academics,English,Luke Priddy
834690,Microsoft Access Complete Beginner to Advanced,Office Productivity,English,Kyle Pew
835336,Blogging for a Living -  Perfect Small Budget Project,Marketing,English,Theo McArthur
836376,Python for Absolute Beginners,Development,English,Green Chameleon Learning
836842,Neuroplasticity: How To Rewire Your Brain,Personal Development,English,Gregory Caremans - Brain Academy
836874,Focus And Flow State: A Comprehensive Brain Guide,Personal Development,English,Gregory Caremans - Brain Academy
837094,React basic in just 1 hour [2022],IT & Software,English,Leo Trieu
838056,Paint Realistic Watercolor and Botanicals - STUDIO BASICS,Lifestyle,English,Heidi Willis
838406,"MySQL, SQL and Stored Procedures from Beginner to Advanced",IT & Software,English,John Purcell
838602,AWS Certified Solutions Architect Associate Introduction,IT & Software,English,Premraj Jeyaprakash
839136,Phantom & Mavic Filmschool Sample - intro to Litchi,Photography & Video,English,Laurence Seberini
840622,Food Photography: Capturing Food in Your Kitchen,Photography & Video,English,Phil Ebiner
841348,Brain Science: Improve Your Memory & Boost Your Memory,Personal Development,English,Libby Seery Founder of Renaissance Life Therapies
842934,Introduction to Algorithms and Data structures in C++,Development,English,Andrei Margeloiu
845284,Microsoft Access 2016 Master Class: Beginner to Advanced,Office Productivity,English,Joe Parys
846186,How to be more productive working from home,Personal Development,English,Christopher Greenwood
